municipality,barangay,year,season,seq_step,month,rain,temp,humid,ndvi,evi,ndwi,vv,vh,yield_mt_ha
City of Santa Rosa,Balibago,2023,Dry,1,1,106.7,25.15,80.29,0.4251733031753805,0.29953845622901565,-0.4069746796339567,-5.396900776686785,-11.037129358205117,4.0
City of Santa Rosa,Balibago,2023,Dry,2,2,72.6,25.93,74.66,0.33102428482239504,0.30674702754939903,-0.2809245606143791,-5.221311126787851,-10.9167165093047,4.0
City of Santa Rosa,Balibago,2023,Dry,3,3,7.5,26.7,68.63,0.28862292452868943,0.20981482858967285,-0.316174704739729,-5.493198164438217,-11.14367588213212,4.0
City of Santa Rosa,Balibago,2023,Dry,4,4,130.6,27.74,75.01,0.3225334202757675,0.24709534335823932,-0.33479564026873654,-5.383071920591533,-11.114750788016483,4.0
City of Santa Rosa,Balibago,2023,Dry,5,5,118.9,28.55,76.79,0.3482631376937717,0.31384065428645935,-0.3323162235232524,-5.199310512050502,-11.058363320427691,4.0
City of Santa Rosa,Balibago,2023,Dry,6,6,222.7,27.89,80.82,0.37764566303720515,0.299845791888472,-0.3693947286891537,-4.39332733110408,-10.490048536138607,4.0
City of Santa Rosa,Balibago,2023,Wet,1,7,338.5,27.94,81.31,0.3546176782043794,0.2667994024443802,-0.3417830561865097,-4.131666396625164,-10.383507711662704,4.5
City of Santa Rosa,Balibago,2023,Wet,2,8,96.5,28.09,80.29,0.3618323614520877,0.389817403075812,-0.3156672999162754,-4.444560662981674,-10.594508145921129,4.5
City of Santa Rosa,Balibago,2023,Wet,3,9,344.9,27.63,83.28,0.3755000504537023,0.26768963749399083,-0.3671090144611677,-4.235207014861518,-10.325791099795543,4.5
City of Santa Rosa,Balibago,2023,Wet,4,10,169.9,27.55,81.88,0.4647119192358775,0.3603876870221052,-0.4042831506962195,-3.8426347063022925,-10.060867839810898,4.5
City of Santa Rosa,Balibago,2023,Wet,5,11,85.3,27.14,81.44,0.20465608136284924,0.1630792916708049,-0.16715060076898053,-4.367970375161843,-10.23839069879948,4.5
City of Santa Rosa,Balibago,2023,Wet,6,12,38.3,26.63,82.48,,,,-4.357901823163797,-10.350139448840432,4.5
City of Santa Rosa,Balibago,2024,Dry,1,1,6.8,25.53,79.17,0.0032669794997976444,0.0072328683898030275,-0.01172913250380329,-5.172149027938266,-10.77246752104987,4.749
City of Santa Rosa,Balibago,2024,Dry,2,2,10.2,25.84,79.08,0.2960065003964965,0.22717784082435363,-0.32061687864169913,-5.276134786128122,-11.074718753023792,4.749
City of Santa Rosa,Balibago,2024,Dry,3,3,25.7,26.37,79.74,0.07722054021510151,0.0369383138389329,-0.09923110936210754,-5.40261551957707,-10.875840764526291,4.749
City of Santa Rosa,Balibago,2024,Dry,4,4,12.0,28.42,77.15,0.25179900308162717,0.17483705594696483,-0.307552661332415,-5.5540416247684385,-11.393952231868072,4.749
City of Santa Rosa,Balibago,2024,Dry,5,5,252.1,28.97,78.57,,,,-5.458941868759591,-11.104280382675217,4.749
City of Santa Rosa,Balibago,2024,Dry,6,6,337.7,28.37,81.73,,,,-4.90797058652472,-10.614727333357564,4.749
City of Santa Rosa,Balibago,2024,Wet,1,7,445.0,27.43,83.7,,,,-3.3449194279999777,-12.038159730872938,4.5
City of Santa Rosa,Balibago,2024,Wet,2,8,275.9,27.86,82.99,0.3313465477236399,0.3148972407224588,-0.3121297598383752,-3.9360245845293744,-10.12964492211539,4.5
City of Santa Rosa,Balibago,2024,Wet,3,9,307.0,27.6,83.88,0.3193975518768634,0.2373186268873128,-0.32514842134462607,-4.747948052049933,-10.683472611786176,4.5
City of Santa Rosa,Balibago,2024,Wet,4,10,308.7,27.49,82.46,0.3626165207728979,0.26318776596277904,-0.3613122979142471,-4.159650549101185,-10.096336545130812,4.5
City of Santa Rosa,Balibago,2024,Wet,5,11,62.4,27.47,81.65,0.33815159225507735,0.2482053503958875,-0.34742242726636297,-5.208421499108468,-10.936730325444092,4.5
City of Santa Rosa,Balibago,2024,Wet,6,12,189.7,26.18,84.76,0.2629576710009321,0.23754591993781743,-0.2464988634463982,-3.80919455209386,-9.818887070363443,4.5
City of Santa Rosa,Balibago,2025,Dry,1,1,51.9,25.58,82.79,0.38075953297539433,0.2995352204191526,-0.3822287545127555,-4.533712116091227,-10.57238667662943,4.5
City of Santa Rosa,Balibago,2025,Dry,2,2,89.6,25.66,82.35,0.34847322242651546,0.2675334981832521,-0.34597643339629847,-5.033147697045657,-10.646620992291185,4.5
City of Santa Rosa,Balibago,2025,Dry,3,3,48.5,26.57,80.81,0.33439893481076755,0.24805707953249065,-0.34400912811298345,-5.064721246079842,-10.894921333038683,4.5
City of Santa Rosa,Balibago,2025,Dry,4,4,22.0,28.59,76.27,0.20258840648930962,0.16300313399662655,-0.2353144936066248,-4.476952653647819,-13.15553976576107,4.5
City of Santa Rosa,Balibago,2025,Dry,5,5,167.5,28.55,78.18,0.2647029680772467,0.2058779909911379,-0.2848113220146399,-4.835668195654032,-10.684061416106257,4.5
City of Santa Rosa,Balibago,2025,Dry,6,6,369.0,27.55,83.04,,,,-1.9005771079386289,-11.375193966657218,4.5
City of Santa Rosa,Balibago,2025,Wet,1,7,368.5,27.39,82.78,,,,-3.555477642457821,-12.047243341267896,4.25
City of Santa Rosa,Balibago,2025,Wet,2,8,323.2,27.29,81.91,0.3565720526617843,0.24923491718694454,-0.34546471463890926,-4.351236340416312,-10.472745544357126,4.25
City of Santa Rosa,Balibago,2025,Wet,3,9,290.4,26.73,85.26,,,,-2.580865668250452,-11.537765572941245,4.25
City of Santa Rosa,Balibago,2025,Wet,4,10,254.2,27.12,83.51,,,,-4.410139167397413,-10.537678336885724,4.25
City of Santa Rosa,Balibago,2025,Wet,5,11,208.0,26.97,83.63,0.36765612384926394,0.24398774397267395,-0.36246099433353207,-3.18306640300361,-11.844299629610731,4.25
City of Santa Rosa,Balibago,2025,Wet,6,12,69.9,26.31,81.87,,,,,,4.25
City of Santa Rosa,Caingin,2021,Dry,1,1,108.6,25.1,81.75,0.17058667058756777,0.11822070267990624,-0.2055197084113162,-3.433844209401741,-13.15150760793869,4.733
City of Santa Rosa,Caingin,2021,Dry,2,2,91.9,25.17,80.92,0.33967972860610846,0.23409253260580767,-0.3450889374286478,-3.570357741252477,-12.819856367278405,4.733
City of Santa Rosa,Caingin,2021,Dry,3,3,63.2,26.72,78.69,,,,-3.7357763103692,-13.10088972316189,4.733
City of Santa Rosa,Caingin,2021,Dry,4,4,22.2,27.88,70.63,0.06995317709341678,0.07431343775322166,-0.1738471385075623,-3.639271536687644,-12.901139303216329,4.733
City of Santa Rosa,Caingin,2021,Dry,5,5,79.8,28.81,75.02,0.31646300852126935,0.2558060644539309,-0.3290031460598416,-3.8060361562319063,-12.884696212011038,4.733
City of Santa Rosa,Caingin,2021,Dry,6,6,231.7,27.93,81.25,0.309506299657558,0.3262821237935594,-0.28011212127820173,-3.5396910072549805,-12.510166134687005,4.733
City of Santa Rosa,Caingin,2021,Wet,1,7,282.0,27.46,83.44,,,,-2.741339906163042,-12.013316950253657,5.1
City of Santa Rosa,Caingin,2021,Wet,2,8,182.8,27.33,83.78,0.21579517162674428,0.15739218614047618,-0.19599433026576724,-5.54245926516645,-10.783030469884398,5.1
City of Santa Rosa,Caingin,2021,Wet,3,9,360.0,26.94,86.7,0.3661621282239362,0.2780273564125789,-0.3697982390567542,-2.9956668042606087,-12.17092172272436,5.1
City of Santa Rosa,Caingin,2021,Wet,4,10,204.0,26.89,84.03,0.28856501886742325,0.23518302542328587,-0.31378577111781486,-5.431650226104422,-10.726127701610197,5.1
City of Santa Rosa,Caingin,2021,Wet,5,11,46.7,27.51,77.47,,,,-3.4647167626768125,-12.771097045038848,5.1
City of Santa Rosa,Caingin,2021,Wet,6,12,80.0,25.93,76.43,0.36624634514251864,0.2623126938688679,-0.38031204148381553,-5.541396029307949,-10.898098808410374,5.1
City of Santa Rosa,Caingin,2022,Dry,1,1,33.1,25.92,72.65,0.25477102115942335,0.21271134442514059,-0.2613934750825037,-5.687802199628428,-10.834689653486018,5.0
City of Santa Rosa,Caingin,2022,Dry,2,2,21.8,26.26,74.93,0.3220492368718263,0.23443117310770972,-0.33617963875012674,-5.383088678735247,-10.810110576150867,5.0
City of Santa Rosa,Caingin,2022,Dry,3,3,24.7,27.74,72.74,0.338546542630045,0.26166435005237404,-0.3604193543056256,-5.609391544945088,-10.867485613551246,5.0
City of Santa Rosa,Caingin,2022,Dry,4,4,59.5,27.63,74.3,0.309887561542286,0.29849815877048014,-0.33880607565062276,-5.4530439447020855,-10.652416032193798,5.0
City of Santa Rosa,Caingin,2022,Dry,5,5,215.1,28.03,78.5,0.3608980606965906,0.29163030545743185,-0.3620354733760161,-4.80353236719939,-10.161422950460933,5.0
City of Santa Rosa,Caingin,2022,Dry,6,6,265.8,27.65,81.8,,,,-4.743812801653186,-10.187941872208686,5.0
City of Santa Rosa,Caingin,2022,Wet,1,7,299.2,27.04,86.57,0.3783421188047186,0.3024053984635158,-0.3726726888231416,-4.569227161669304,-10.00193539356261,1.5
City of Santa Rosa,Caingin,2022,Wet,2,8,369.6,26.56,87.31,0.35978371788493174,0.2803093603622352,-0.34643994620433854,-5.2921636716086615,-10.44496778350637,1.5
City of Santa Rosa,Caingin,2022,Wet,3,9,274.8,26.65,86.0,0.3310873327794188,0.2796030806807431,-0.32284039069792425,-4.9132582208273385,-10.117464849564616,1.5
City of Santa Rosa,Caingin,2022,Wet,4,10,438.8,27.01,83.49,,,,-4.44738529492152,-9.655099895233306,1.5
City of Santa Rosa,Caingin,2022,Wet,5,11,77.0,26.83,83.37,0.2948872509201065,0.1958329494230802,-0.29583391825958694,-4.380230588621885,-9.766902174529942,1.5
City of Santa Rosa,Caingin,2022,Wet,6,12,120.2,25.75,81.53,0.30669175301676416,0.22279295818547562,-0.32193347487900387,-5.580363283485597,-10.844450475543008,1.5
City of Santa Rosa,Caingin,2023,Dry,1,1,106.7,25.15,80.29,-0.14261233020159936,-0.023172958960963618,0.12337612402107981,-5.68932318520493,-11.104262837360393,4.867
City of Santa Rosa,Caingin,2023,Dry,2,2,72.6,25.93,74.66,,,,-5.690764137400553,-10.940263193895849,4.867
City of Santa Rosa,Caingin,2023,Dry,3,3,7.5,26.7,68.63,0.2977472261510058,0.2363215338382911,-0.3219944713465942,-5.7266630233867,-10.892804590699077,4.867
City of Santa Rosa,Caingin,2023,Dry,4,4,130.6,27.74,75.01,0.33157135178101504,0.27595573269570883,-0.33796449699458775,-5.387707810414722,-10.708396315714628,4.867
City of Santa Rosa,Caingin,2023,Dry,5,5,118.9,28.55,76.79,0.337241929427656,0.29433545864336924,-0.33888730362224384,-5.111035002526518,-10.556149101890036,4.867
City of Santa Rosa,Caingin,2023,Dry,6,6,222.7,27.89,80.82,0.3834112287773504,0.2901277483200893,-0.39261359489051223,-4.524876535737878,-9.97643303567985,4.867
City of Santa Rosa,Caingin,2023,Wet,1,7,338.5,27.94,81.31,0.3759896061013734,0.2947717459814918,-0.3696696955239195,-4.545076103314734,-10.165066601345469,4.231
City of Santa Rosa,Caingin,2023,Wet,2,8,96.5,28.09,80.29,0.32554925321057177,0.32028895206982955,-0.3012850710938201,-4.914528369356754,-10.32329717894578,4.231
City of Santa Rosa,Caingin,2023,Wet,3,9,344.9,27.63,83.28,0.36690024524418097,0.2709847020757905,-0.3705293353441094,-4.707418470914301,-10.041585359075523,4.231
City of Santa Rosa,Caingin,2023,Wet,4,10,169.9,27.55,81.88,0.37760992144626443,0.3337715952444305,-0.3667476120768136,-4.419501540818061,-9.823252993970762,4.231
City of Santa Rosa,Caingin,2023,Wet,5,11,85.3,27.14,81.44,,,,-4.935198510234817,-10.116842132435812,4.231
City of Santa Rosa,Caingin,2023,Wet,6,12,38.3,26.63,82.48,0.33605363937096167,0.23792509408520254,-0.35393547750249055,-4.859309959148954,-10.26663732144893,4.231
City of Santa Rosa,Caingin,2024,Dry,1,1,6.8,25.53,79.17,,,,-5.244987225884357,-10.433659063424246,4.722
City of Santa Rosa,Caingin,2024,Dry,2,2,10.2,25.84,79.08,0.364719999440094,0.27299018865606367,-0.3931297873365281,-5.067323409701168,-10.325156954410097,4.722
City of Santa Rosa,Caingin,2024,Dry,3,3,25.7,26.37,79.74,,,,-5.023658372796137,-10.06861299890137,4.722
City of Santa Rosa,Caingin,2024,Dry,4,4,12.0,28.42,77.15,0.3705611349535012,0.28455437522447735,-0.3981143511111966,-4.979627792363873,-10.257835298022275,4.722
City of Santa Rosa,Caingin,2024,Dry,5,5,252.1,28.97,78.57,,,,-4.912005045244798,-10.14450546371687,4.722
City of Santa Rosa,Caingin,2024,Dry,6,6,337.7,28.37,81.73,0.293091250390842,0.2695714116722731,-0.2190946201223816,-4.781750866269342,-9.86747194889797,4.722
City of Santa Rosa,Caingin,2024,Wet,1,7,445.0,27.43,83.7,,,,-2.284382665766885,-11.62030225123728,4.5
City of Santa Rosa,Caingin,2024,Wet,2,8,275.9,27.86,82.99,0.3182444891139356,0.27480782165711076,-0.3101040842200871,-4.415513954301661,-9.986709542523618,4.5
City of Santa Rosa,Caingin,2024,Wet,3,9,307.0,27.6,83.88,0.37606860026292516,0.26939047297272417,-0.370394525967311,-4.656678424515269,-10.189699341972863,4.5
City of Santa Rosa,Caingin,2024,Wet,4,10,308.7,27.49,82.46,0.3872778224020301,0.296752632811722,-0.3880408036739222,-4.910730805010069,-10.293089214707154,4.5
City of Santa Rosa,Caingin,2024,Wet,5,11,62.4,27.47,81.65,0.3048707126103006,0.21311314546281376,-0.3374648874445542,-5.244188187300214,-10.698658523741798,4.5
City of Santa Rosa,Caingin,2024,Wet,6,12,189.7,26.18,84.76,0.26874345240954434,0.22887757730206396,-0.2755850899373849,-4.837508024271201,-9.963679694414383,4.5
City of Santa Rosa,Caingin,2025,Dry,1,1,51.9,25.58,82.79,,,,-5.180902796890455,-10.786105179348771,4.5
City of Santa Rosa,Caingin,2025,Dry,2,2,89.6,25.66,82.35,0.2940420554523862,0.20992524962920436,-0.3063738246291691,-5.392775687484782,-10.93482403724356,4.5
City of Santa Rosa,Caingin,2025,Dry,3,3,48.5,26.57,80.81,0.32945716222300675,0.2682891237809372,-0.34672913004998757,-5.397742479849408,-10.684806474431168,4.5
City of Santa Rosa,Caingin,2025,Dry,4,4,22.0,28.59,76.27,0.3614957514012728,0.3149474602764865,-0.3582829229296938,-3.694500910312323,-13.239705268443743,4.5
City of Santa Rosa,Caingin,2025,Dry,5,5,167.5,28.55,78.18,0.3435661510657493,0.28606428231767833,-0.3574909872905305,-4.8678191513311475,-10.253373850889387,4.5
City of Santa Rosa,Caingin,2025,Dry,6,6,369.0,27.55,83.04,,,,-2.0351248782177387,-11.607697833636685,4.5
City of Santa Rosa,Caingin,2025,Wet,1,7,368.5,27.39,82.78,,,,-2.784506829191649,-12.124083617520396,4.5
City of Santa Rosa,Caingin,2025,Wet,2,8,323.2,27.29,81.91,0.30854103106490044,0.24282296305808182,-0.31396116984559985,-5.087571946966687,-10.51948501545177,4.5
City of Santa Rosa,Caingin,2025,Wet,3,9,290.4,26.73,85.26,,,,-2.2441541145957795,-11.52662669526519,4.5
City of Santa Rosa,Caingin,2025,Wet,4,10,254.2,27.12,83.51,,,,-5.105392287296221,-10.695264183971135,4.5
City of Santa Rosa,Caingin,2025,Wet,5,11,208.0,26.97,83.63,0.2734772897633243,0.1834655293365399,-0.28813647995328684,-2.9533095074581412,-12.574685093547902,4.5
City of Santa Rosa,Caingin,2025,Wet,6,12,69.9,26.31,81.87,,,,,,4.5
City of Santa Rosa,Dila,2021,Dry,1,1,108.6,25.1,81.75,0.4002601064901501,0.3071316634060321,-0.3993274830428786,-4.264073334297432,-11.597500644604793,4.555
City of Santa Rosa,Dila,2021,Dry,2,2,91.9,25.17,80.92,0.468998280518511,0.33377293440228634,-0.47310280351250145,-3.610064736107555,-11.080931378130629,4.555
City of Santa Rosa,Dila,2021,Dry,3,3,63.2,26.72,78.69,0.11835599690675735,0.324741393327713,-0.07086846977472305,-4.44831514685264,-11.83643836272682,4.555
City of Santa Rosa,Dila,2021,Dry,4,4,22.2,27.88,70.63,0.3743734003009546,0.34933228104626973,-0.3832129078965414,-4.449163743014227,-11.703095239022884,4.555
City of Santa Rosa,Dila,2021,Dry,5,5,79.8,28.81,75.02,0.35889735889671964,0.27669005029289334,-0.390276509719723,-4.604166859650916,-11.988454872153719,4.555
City of Santa Rosa,Dila,2021,Dry,6,6,231.7,27.93,81.25,0.3416930782916336,0.40508984846588164,-0.28967143233702103,-4.186574712772201,-11.676198909985228,4.555
City of Santa Rosa,Dila,2021,Wet,1,7,282.0,27.46,83.44,,,,-3.5040921165503134,-11.081386862763962,5.019
City of Santa Rosa,Dila,2021,Wet,2,8,182.8,27.33,83.78,0.429132347780032,0.3724475561839697,-0.3875914908153093,-5.07403424242963,-11.640656724804789,5.019
City of Santa Rosa,Dila,2021,Wet,3,9,360.0,26.94,86.7,0.47256286147705867,0.3435021307705727,-0.47073463737133475,-3.842901553217568,-11.206576941354939,5.019
City of Santa Rosa,Dila,2021,Wet,4,10,204.0,26.89,84.03,0.44877478164939894,0.32350429810090364,-0.4616636659302644,-4.721874647432041,-11.371118132990766,5.019
City of Santa Rosa,Dila,2021,Wet,5,11,46.7,27.51,77.47,,,,-4.21964273193406,-11.677626245276194,5.019
City of Santa Rosa,Dila,2021,Wet,6,12,80.0,25.93,76.43,0.48250391834562684,0.32585595579345417,-0.48780994731955163,-4.917318494189776,-11.581623866402312,5.019
City of Santa Rosa,Dila,2022,Dry,1,1,33.1,25.92,72.65,0.15433354577817227,0.12444167220814957,-0.13287296940143276,-5.131221015060197,-11.643647884934667,5.14
City of Santa Rosa,Dila,2022,Dry,2,2,21.8,26.26,74.93,0.4407336220907719,0.3158505923600529,-0.4475760867526058,-4.938494797037876,-11.501433192871081,5.14
City of Santa Rosa,Dila,2022,Dry,3,3,24.7,27.74,72.74,0.4276327750671125,0.31439558312986887,-0.44841265441178474,-5.0097118442414175,-11.674726752252376,5.14
City of Santa Rosa,Dila,2022,Dry,4,4,59.5,27.63,74.3,0.4168107794616094,0.373248728866842,-0.4107861694790419,-4.940823680321617,-11.529607485849223,5.14
City of Santa Rosa,Dila,2022,Dry,5,5,215.1,28.03,78.5,0.4448357793668866,0.3350049198631791,-0.44337534408297,-4.1734689954365605,-10.958576043383733,5.14
City of Santa Rosa,Dila,2022,Dry,6,6,265.8,27.65,81.8,,,,-4.186564958867225,-11.00791512955522,5.14
City of Santa Rosa,Dila,2022,Wet,1,7,299.2,27.04,86.57,0.46466967730952463,0.3295851752045245,-0.4659448378973814,-4.084390731816086,-10.82627784858726,3.569
City of Santa Rosa,Dila,2022,Wet,2,8,369.6,26.56,87.31,0.44217168079279134,0.3358258473296622,-0.4317136279122202,-4.7932160709454985,-11.288801750633619,3.569
City of Santa Rosa,Dila,2022,Wet,3,9,274.8,26.65,86.0,0.4253483501019406,0.3897471923163026,-0.41933974238094335,-4.065811331519003,-10.686389375620573,3.569
City of Santa Rosa,Dila,2022,Wet,4,10,438.8,27.01,83.49,,,,-4.007990319884379,-10.71706412160579,3.569
City of Santa Rosa,Dila,2022,Wet,5,11,77.0,26.83,83.37,0.36665764557347624,0.24078406670544036,-0.3743644058158525,-3.666468307852861,-10.634655197790208,3.569
City of Santa Rosa,Dila,2022,Wet,6,12,120.2,25.75,81.53,0.4676940534668745,0.32829389840441925,-0.47075500345849247,-4.822262453600449,-11.37107176556611,3.569
City of Santa Rosa,Dila,2023,Dry,1,1,106.7,25.15,80.29,0.48406703246383614,0.37294223971526774,-0.4659279650763183,-4.9853529131796614,-11.449221556067362,3.945
City of Santa Rosa,Dila,2023,Dry,2,2,72.6,25.93,74.66,,,,-4.71035652789955,-11.424539613213481,3.945
City of Santa Rosa,Dila,2023,Dry,3,3,7.5,26.7,68.63,0.37620415106650024,0.28610878179272725,-0.402506614193022,-4.89494948562944,-11.655933765247857,3.945
City of Santa Rosa,Dila,2023,Dry,4,4,130.6,27.74,75.01,0.39692192136282256,0.3073682008384734,-0.4150096663006099,-4.803193476352102,-11.46522417179378,3.945
City of Santa Rosa,Dila,2023,Dry,5,5,118.9,28.55,76.79,0.38668960934732394,0.3412157661895372,-0.3760780003110839,-4.765181233667645,-11.501788906835703,3.945
City of Santa Rosa,Dila,2023,Dry,6,6,222.7,27.89,80.82,0.46531306815453843,0.34423662853781106,-0.4739074737912465,-4.019381064608799,-10.854966219502172,3.945
City of Santa Rosa,Dila,2023,Wet,1,7,338.5,27.94,81.31,0.42613280745759013,0.32000863002576513,-0.42988563589313666,-3.8952831225151106,-10.77606050330271,3.86
City of Santa Rosa,Dila,2023,Wet,2,8,96.5,28.09,80.29,0.3823114309511786,0.40312420005630867,-0.352242492416777,-4.145526917248969,-10.957382077395048,3.86
City of Santa Rosa,Dila,2023,Wet,3,9,344.9,27.63,83.28,0.471481509729939,0.3268771183761213,-0.4752121047231334,-3.9898761442754114,-10.804667760143978,3.86
City of Santa Rosa,Dila,2023,Wet,4,10,169.9,27.55,81.88,0.37709413644238854,0.34613391679456124,-0.379088414793147,-3.624161254970601,-10.44205666916743,3.86
City of Santa Rosa,Dila,2023,Wet,5,11,85.3,27.14,81.44,,,,-4.064344763269843,-10.861964078161115,3.86
City of Santa Rosa,Dila,2023,Wet,6,12,38.3,26.63,82.48,,,,-4.018744229946181,-10.879285300231153,3.86
City of Santa Rosa,Dila,2024,Dry,1,1,6.8,25.53,79.17,0.0510415347913901,0.05345218007763227,-0.0853988757977883,-4.704830487620263,-11.250869161260754,4.5
City of Santa Rosa,Dila,2024,Dry,2,2,10.2,25.84,79.08,0.4068523049766539,0.31463262111608653,-0.4302184931243691,-4.636990264253316,-11.400926756844457,4.5
City of Santa Rosa,Dila,2024,Dry,3,3,25.7,26.37,79.74,-0.0006163995078002863,-0.012448743144473568,-0.008778441189364952,-4.719331868311747,-11.204468808699716,4.5
City of Santa Rosa,Dila,2024,Dry,4,4,12.0,28.42,77.15,0.3525493765031838,0.25706820388482815,-0.4058992142411247,-4.867034561373582,-11.640761204519622,4.5
City of Santa Rosa,Dila,2024,Dry,5,5,252.1,28.97,78.57,,,,-4.843357308300075,-11.419702806545471,4.5
City of Santa Rosa,Dila,2024,Dry,6,6,337.7,28.37,81.73,0.332471744998081,0.33741964514593786,-0.33113108257184143,-4.349669395501363,-11.036671263437691,4.5
